open,high,low,close,volume,date,time
1069.27,1089.33,1062.61,1088.52,60965.39544,2021-01-12,11:00:00
1088.72,1101.44,1076.25,1095.87,75719.17673,2021-01-12,12:00:00
1095.25,1129.61,1092.05,1129.61,86030.64807,2021-01-12,13:00:00
1129.6,1150.02,1123.1,1137.94,104798.05688,2021-01-12,14:00:00
1138.0,1150.0,1123.0,1139.05,95691.41208,2021-01-12,15:00:00
1139.25,1144.11,1105.21,1116.8,103607.57856,2021-01-12,16:00:00
1116.8,1127.73,1107.2,1114.94,75304.95385,2021-01-12,17:00:00
1114.89,1122.29,1065.95,1084.5,159471.61628,2021-01-12,18:00:00
1084.49,1106.57,1084.24,1099.16,91531.95809,2021-01-12,19:00:00
1099.15,1111.54,1082.8,1086.87,84127.55086,2021-01-12,20:00:00
1086.82,1096.84,1024.44,1025.71,200882.06893,2021-01-12,21:00:00
1025.71,1054.0,1006.33,1035.91,188583.22264,2021-01-12,22:00:00
1035.7,1067.71,1035.52,1053.34,101103.01337,2021-01-12,23:00:00
1053.54,1107.33,1052.79,1106.77,111393.86609,2021-01-13,00:00:00
1106.8,1126.88,1096.23,1117.67,97137.22051,2021-01-13,01:00:00
1117.65,1122.93,1090.77,1104.33,67254.05282,2021-01-13,02:00:00
1104.39,1104.59,1060.14,1082.76,73905.93666,2021-01-13,03:00:00
1082.76,1086.27,1059.5,1080.61,65346.9311,2021-01-13,04:00:00
1080.73,1086.93,1051.78,1078.07,51722.47115,2021-01-13,05:00:00
1077.73,1088.25,1041.0,1052.49,41585.92381,2021-01-13,06:00:00
1052.91,1053.03,1025.0,1050.16,87557.22958,2021-01-13,07:00:00
1050.36,1050.82,987.48,991.32,155940.2195,2021-01-13,08:00:00
991.31,1038.32,989.83,1031.12,95397.66483,2021-01-13,09:00:00
1031.17,1049.0,1015.03,1030.83,74390.41819,2021-01-13,10:00:00
1030.73,1059.66,1028.64,1046.72,76191.9494,2021-01-13,11:00:00
1046.72,1048.7,1018.61,1023.68,55872.22022,2021-01-13,12:00:00
1023.58,1036.61,1010.79,1036.24,51737.53332,2021-01-13,13:00:00
1036.24,1053.89,1031.87,1044.37,50383.24953,2021-01-13,14:00:00
1044.49,1080.75,1042.37,1076.35,71005.34046,2021-01-13,15:00:00
1076.33,1076.86,1054.54,1059.75,61640.19245,2021-01-13,16:00:00
1059.55,1078.09,1053.79,1060.2,55345.38696,2021-01-13,17:00:00
1060.2,1096.64,1060.1,1079.61,84831.09084,2021-01-13,18:00:00
1079.61,1086.65,1056.0,1061.6,73368.97169,2021-01-13,19:00:00
1061.64,1066.06,1045.07,1057.59,60704.19971,2021-01-13,20:00:00
1057.58,1070.94,1051.29,1067.14,40154.03686,2021-01-13,21:00:00
1067.2,1084.0,1051.19,1055.52,59010.57149,2021-01-13,22:00:00
1055.99,1074.87,1049.41,1071.5,43591.32841,2021-01-13,23:00:00
1071.14,1078.6,1060.78,1073.3,39340.15753,2021-01-14,00:00:00
1073.25,1080.0,1065.0,1074.14,37795.51243,2021-01-14,01:00:00
1074.47,1108.8,1071.5,1103.52,79066.99897,2021-01-14,02:00:00
1103.51,1109.78,1095.48,1102.08,61208.92542,2021-01-14,03:00:00
1102.02,1119.0,1091.25,1110.9,70720.35105,2021-01-14,04:00:00
1110.87,1127.87,1102.04,1126.84,63655.44505,2021-01-14,05:00:00
1126.89,1137.65,1108.18,1118.24,57079.20252,2021-01-14,06:00:00
1118.23,1135.99,1118.23,1129.89,45771.42398,2021-01-14,07:00:00
1129.79,1147.97,1128.59,1133.79,82071.62481,2021-01-14,08:00:00
1133.99,1134.51,1114.66,1114.98,55848.93394,2021-01-14,09:00:00
1114.98,1121.5,1106.01,1113.34,44744.9801,2021-01-14,10:00:00
1113.41,1115.96,1091.02,1096.39,49762.46522,2021-01-14,11:00:00
1096.39,1110.89,1086.7,1109.28,48735.75475,2021-01-14,12:00:00
1109.28,1116.0,1101.23,1109.86,35992.41901,2021-01-14,13:00:00
1109.8,1129.53,1106.1,1121.19,47091.26606,2021-01-14,14:00:00
1121.18,1162.57,1117.87,1148.0,112301.75702,2021-01-14,15:00:00
1147.85,1171.74,1147.82,1157.01,75520.3051,2021-01-14,16:00:00
1157.01,1160.74,1141.78,1146.15,59772.1537,2021-01-14,17:00:00
1146.25,1169.5,1144.83,1168.56,54365.14397,2021-01-14,18:00:00
1168.85,1174.73,1157.36,1166.59,49781.74204,2021-01-14,19:00:00
1166.48,1171.57,1147.51,1168.76,56454.38306,2021-01-14,20:00:00
1168.76,1196.98,1165.56,1193.24,89699.62015,2021-01-14,21:00:00
1193.41,1215.92,1187.34,1208.63,103621.82423,2021-01-14,22:00:00
1208.39,1220.63,1194.47,1212.8,80477.32015,2021-01-14,23:00:00
1212.99,1247.55,1212.71,1225.18,118216.22133,2021-01-15,00:00:00
1225.18,1243.0,1216.63,1219.15,57465.41252,2021-01-15,01:00:00
1219.35,1228.67,1203.2,1210.22,61624.52509,2021-01-15,02:00:00
1210.23,1233.0,1210.19,1231.53,41916.31765,2021-01-15,03:00:00
1231.2,1234.18,1206.54,1207.26,31271.0076,2021-01-15,04:00:00
1206.77,1213.5,1163.68,1188.42,110624.7094,2021-01-15,05:00:00
1188.41,1204.0,1177.92,1200.58,38576.50411,2021-01-15,06:00:00
1200.73,1235.84,1197.93,1231.62,49800.99455,2021-01-15,07:00:00
1231.89,1256.98,1225.27,1237.1,98660.72886,2021-01-15,08:00:00
1237.1,1254.42,1224.42,1230.61,55209.33685,2021-01-15,09:00:00
1230.61,1242.0,1217.5,1239.62,50472.2257,2021-01-15,10:00:00
1239.62,1241.9,1201.0,1219.07,57184.49856,2021-01-15,11:00:00
1219.08,1222.58,1205.24,1207.9,54906.03275,2021-01-15,12:00:00
1207.81,1227.98,1185.0,1185.36,65348.10132,2021-01-15,13:00:00
1185.36,1200.56,1175.41,1200.56,69389.96687,2021-01-15,14:00:00
1200.46,1242.99,1189.18,1240.97,88362.95528,2021-01-15,15:00:00
1240.99,1247.88,1215.09,1217.66,65013.70575,2021-01-15,16:00:00
1217.59,1235.39,1205.0,1232.37,57747.13404,2021-01-15,17:00:00
1232.22,1240.0,1222.97,1234.0,45352.39614,2021-01-15,18:00:00
1233.86,1238.98,1220.11,1226.12,40761.67186,2021-01-15,19:00:00
1226.28,1230.64,1195.87,1221.71,98760.99478,2021-01-15,20:00:00
1221.71,1226.0,1207.25,1221.93,69913.90059,2021-01-15,21:00:00
1221.93,1228.0,1183.7,1196.54,96971.30231,2021-01-15,22:00:00
1196.48,1197.0,1126.44,1141.52,168015.30533,2021-01-15,23:00:00
1141.66,1170.07,1069.42,1165.2,289761.25108,2021-01-16,00:00:00
1165.39,1165.4,1132.07,1154.8,115350.31005,2021-01-16,01:00:00
1154.53,1175.34,1121.23,1139.22,105433.87377,2021-01-16,02:00:00
1139.24,1161.72,1129.05,1133.74,60274.11689,2021-01-16,03:00:00
1133.75,1140.0,1111.52,1136.6,81863.72088,2021-01-16,04:00:00
1136.5,1166.76,1131.71,1158.99,47601.51001,2021-01-16,05:00:00
1159.0,1175.08,1151.3,1162.94,30534.29336,2021-01-16,06:00:00
1162.9,1174.99,1157.04,1168.53,31149.50435,2021-01-16,07:00:00
1168.48,1197.02,1168.0,1188.41,60286.64301,2021-01-16,08:00:00
1188.46,1198.1,1171.38,1178.27,47380.17351,2021-01-16,09:00:00
1178.24,1190.0,1158.33,1163.52,58441.44573,2021-01-16,10:00:00
1163.52,1181.38,1157.77,1179.34,34094.33901,2021-01-16,11:00:00
1179.23,1183.64,1165.8,1181.37,28113.33426,2021-01-16,12:00:00
1181.4,1184.59,1151.77,1164.11,45122.51902,2021-01-16,13:00:00
1164.12,1176.76,1162.98,1173.13,36591.862,2021-01-16,14:00:00
