open,high,low,close,volume,date,time
28923.63,29031.34,28690.17,28995.13,2311.811445,2021-01-01,08:00:00
28995.13,29470.0,28960.35,29409.99,5403.068471,2021-01-01,09:00:00
29410.0,29465.26,29120.03,29194.65,2384.23156,2021-01-01,10:00:00
29195.25,29367.0,29150.02,29278.4,1461.345077,2021-01-01,11:00:00
29278.41,29395.0,29029.4,29220.31,2038.046803,2021-01-01,12:00:00
29220.31,29235.28,29084.11,29187.01,1469.956262,2021-01-01,13:00:00
29187.01,29270.0,29077.32,29174.35,1420.726291,2021-01-01,14:00:00
29174.35,29191.98,28806.54,29092.83,2380.180918,2021-01-01,15:00:00
29092.84,29178.03,28872.24,29000.01,2008.165739,2021-01-01,16:00:00
29000.01,29307.73,28970.0,29202.21,2022.056022,2021-01-01,17:00:00
29202.21,29344.97,29152.88,29223.82,1944.255841,2021-01-01,18:00:00
29223.82,29402.57,29212.44,29313.49,2309.227717,2021-01-01,19:00:00
29313.49,29600.0,29150.0,29233.49,4191.915161,2021-01-01,20:00:00
29233.49,29470.0,29200.0,29464.79,2211.29829,2021-01-01,21:00:00
29464.79,29530.0,29266.15,29327.84,2612.67217,2021-01-01,22:00:00
29327.83,29391.0,29030.14,29188.67,2779.063894,2021-01-01,23:00:00
29188.67,29360.0,29125.0,29300.57,1490.329484,2021-01-02,00:00:00
29300.79,29339.76,28937.0,29079.64,2504.977099,2021-01-02,01:00:00
29077.59,29259.98,28624.57,29072.7,4226.430041,2021-01-02,02:00:00
29072.7,29125.32,28950.0,29029.04,1629.228721,2021-01-02,03:00:00
29029.04,29279.72,28880.37,29200.96,1838.549082,2021-01-02,04:00:00
29200.97,29289.82,29130.0,29160.39,1447.229641,2021-01-02,05:00:00
29163.17,29326.74,29104.57,29262.32,1127.035897,2021-01-02,06:00:00
29262.32,29338.89,29228.14,29331.69,971.123385,2021-01-02,07:00:00
29331.7,29338.59,28946.53,29197.48,2638.159379,2021-01-02,08:00:00
29197.93,29400.0,29100.0,29359.47,1891.997249,2021-01-02,09:00:00
29359.46,29469.0,29320.01,29323.82,1704.830137,2021-01-02,10:00:00
29323.82,29382.49,29256.85,29351.95,1158.041761,2021-01-02,11:00:00
29351.95,29396.0,29220.0,29349.63,988.71107,2021-01-02,12:00:00
29349.63,29590.0,29349.63,29589.99,2778.878231,2021-01-02,13:00:00
29589.99,29745.0,29450.0,29709.07,3030.24082,2021-01-02,14:00:00
29709.06,29820.5,29623.31,29750.0,3067.812724,2021-01-02,15:00:00
29751.47,29849.11,29640.0,29844.51,2358.088241,2021-01-02,16:00:00
29844.52,29899.0,29578.05,29612.87,3188.497375,2021-01-02,17:00:00
29612.88,29829.0,29473.91,29680.99,2315.182337,2021-01-02,18:00:00
29679.51,29780.53,29622.79,29755.0,1365.036655,2021-01-02,19:00:00
29754.99,30888.0,29741.39,30604.03,12772.566044,2021-01-02,20:00:00
30604.03,31561.87,30521.0,31541.17,9182.429703,2021-01-02,21:00:00
31546.06,31567.89,31065.0,31290.53,6447.783897,2021-01-02,22:00:00
31290.53,31800.0,31236.37,31691.29,5626.193755,2021-01-02,23:00:00
31691.09,33000.0,31616.42,32482.28,15432.285186,2021-01-03,00:00:00
32484.28,32935.0,32394.77,32856.96,6402.180701,2021-01-03,01:00:00
32856.95,33300.0,32421.0,32999.98,7170.295412,2021-01-03,02:00:00
32999.98,33220.0,32690.0,33027.2,5844.856499,2021-01-03,03:00:00
33027.2,33061.37,30550.0,30667.22,15733.283112,2021-01-03,04:00:00
30669.43,32005.94,30300.0,31694.59,10395.120642,2021-01-03,05:00:00
31693.53,32311.92,31424.96,32145.66,3879.062094,2021-01-03,06:00:00
32143.53,32246.67,31500.0,32178.33,4622.340338,2021-01-03,07:00:00
32176.45,32497.8,31962.99,32447.94,3346.062141,2021-01-03,08:00:00
32447.95,32790.07,32201.0,32585.09,3401.152207,2021-01-03,09:00:00
32583.04,32884.09,32550.0,32741.67,2017.209759,2021-01-03,10:00:00
32741.68,32756.0,32404.0,32573.87,2125.8788,2021-01-03,11:00:00
32576.11,33250.0,32450.0,33192.53,3436.070984,2021-01-03,12:00:00
33192.53,34180.0,33109.44,33758.67,10355.070315,2021-01-03,13:00:00
33758.67,34110.05,33651.12,33967.13,4526.910974,2021-01-03,14:00:00
33967.13,34778.11,33737.19,34452.34,7968.074023,2021-01-03,15:00:00
34451.78,34670.41,33757.29,34367.68,6146.774112,2021-01-03,16:00:00
34367.35,34588.88,33800.0,34190.55,6052.678972,2021-01-03,17:00:00
34189.98,34350.0,33403.0,33877.96,6335.226642,2021-01-03,18:00:00
33877.96,34450.0,33787.55,34413.53,4116.853141,2021-01-03,19:00:00
34413.53,34600.0,33928.75,34103.72,4546.283481,2021-01-03,20:00:00
34103.73,34385.02,33800.0,33880.0,4373.738376,2021-01-03,21:00:00
33877.98,34150.0,33450.0,33811.54,5928.805563,2021-01-03,22:00:00
33811.54,33873.45,32727.0,33506.62,8391.249757,2021-01-03,23:00:00
33505.15,33822.69,32650.0,32676.74,7983.739125,2021-01-04,00:00:00
32676.75,33333.33,32454.73,32909.27,7447.809163,2021-01-04,01:00:00
32907.51,33031.57,32267.0,32769.76,4707.199943,2021-01-04,02:00:00
32769.79,32930.0,32455.71,32772.21,2288.439412,2021-01-04,03:00:00
32775.1,33816.0,32727.1,33726.21,5420.678183,2021-01-04,04:00:00
33725.72,33861.92,33506.0,33558.34,2123.067992,2021-01-04,05:00:00
33559.06,33661.1,33000.0,33119.14,2841.033093,2021-01-04,06:00:00
33119.14,33600.0,32600.0,33000.05,5077.560592,2021-01-04,07:00:00
33000.05,33111.44,32400.25,32843.88,4792.206831,2021-01-04,08:00:00
32843.89,33327.0,32602.47,33191.04,3390.023872,2021-01-04,09:00:00
33191.05,33588.0,32958.38,33454.22,3180.350783,2021-01-04,10:00:00
33454.21,33510.71,33160.0,33505.16,3174.209134,2021-01-04,11:00:00
33505.15,33600.0,33186.14,33257.55,3167.029273,2021-01-04,12:00:00
33257.56,33315.9,32802.25,32813.01,3990.70088,2021-01-04,13:00:00
32813.01,33408.0,32813.0,33100.02,4768.764928,2021-01-04,14:00:00
33100.02,33148.69,31505.0,32068.84,9472.376828,2021-01-04,15:00:00
32068.84,32567.88,31450.0,32045.14,6529.253248,2021-01-04,16:00:00
32045.15,32152.15,30248.85,31038.63,11271.896531,2021-01-04,17:00:00
31038.35,31227.33,28130.0,30270.76,19376.831179,2021-01-04,18:00:00
30270.76,30900.2,29400.0,30743.06,9413.490067,2021-01-04,19:00:00
30742.99,31434.07,30454.25,31219.02,8316.880828,2021-01-04,20:00:00
31219.03,31400.0,30600.0,31400.0,5474.654787,2021-01-04,21:00:00
31400.0,32167.93,31400.0,32113.68,7479.383587,2021-01-04,22:00:00
32113.68,32185.67,31550.0,31745.72,5321.620251,2021-01-04,23:00:00
31745.71,31920.0,30723.0,31320.31,8174.285783,2021-01-05,00:00:00
31320.3,31523.01,30626.36,31024.17,4962.562729,2021-01-05,01:00:00
31022.25,31465.44,31001.0,31165.16,3361.43987,2021-01-05,02:00:00
31165.16,31855.75,31104.99,31665.51,3388.372221,2021-01-05,03:00:00
31665.52,31830.95,31210.0,31244.97,2850.963087,2021-01-05,04:00:00
31244.97,31579.0,30856.08,31014.27,3202.456127,2021-01-05,05:00:00
31014.27,31474.78,30950.0,31332.05,1646.484138,2021-01-05,06:00:00
31332.05,32031.01,31150.0,31988.71,4193.648728,2021-01-05,07:00:00
31989.75,32853.38,31989.74,32430.49,7707.64341,2021-01-05,08:00:00
32430.69,32796.0,32224.25,32786.06,4246.96065,2021-01-05,09:00:00
32786.05,32828.26,32221.1,32306.64,3163.430044,2021-01-05,10:00:00
32306.64,32536.09,31130.86,31200.0,5695.044496,2021-01-05,11:00:00
31190.04,31538.45,30418.0,30858.98,7229.486366,2021-01-05,12:00:00
30858.98,31366.16,29900.0,30436.25,6366.976124,2021-01-05,13:00:00
30436.26,31270.43,29900.0,31123.25,6611.210735,2021-01-05,14:00:00
31123.25,31312.03,30759.47,30817.77,2811.383953,2021-01-05,15:00:00
30817.78,31522.19,30817.78,31192.09,3237.120957,2021-01-05,16:00:00
31192.16,31821.94,31157.9,31569.63,3935.597979,2021-01-05,17:00:00
31569.63,31687.11,31088.33,31345.77,3174.760396,2021-01-05,18:00:00
31347.73,31777.0,31284.15,31776.66,2908.121768,2021-01-05,19:00:00
31776.66,32057.13,31563.84,31585.01,4161.551334,2021-01-05,20:00:00
31585.0,31900.0,31416.27,31460.01,2523.023165,2021-01-05,21:00:00
31460.11,32375.07,31111.78,32342.33,5942.102854,2021-01-05,22:00:00
32343.61,32374.31,31929.41,32099.98,3616.599016,2021-01-05,23:00:00
32099.97,32670.0,31763.23,32469.9,4926.171616,2021-01-06,00:00:00
32469.9,32790.0,32254.18,32742.73,3599.645718,2021-01-06,01:00:00
32742.73,33433.55,32650.03,33372.84,6647.009921,2021-01-06,02:00:00
33372.83,34187.09,33098.82,33697.75,8659.338503,2021-01-06,03:00:00
33693.8,34044.13,33318.0,33969.17,5800.653907,2021-01-06,04:00:00
33968.66,33996.03,33471.94,33699.63,3682.074151,2021-01-06,05:00:00
33699.63,34360.0,33695.6,34183.42,4616.403334,2021-01-06,06:00:00
34183.43,34284.91,33650.0,33949.53,4787.686641,2021-01-06,07:00:00
33949.53,34107.59,33288.0,33918.01,6106.351924,2021-01-06,08:00:00
33918.01,34018.93,33513.05,33811.28,3237.659354,2021-01-06,09:00:00
33811.28,34135.84,33768.32,33873.3,3252.254556,2021-01-06,10:00:00
33873.3,34170.0,33652.0,34117.59,3183.088045,2021-01-06,11:00:00
34116.76,35766.58,34109.83,35325.91,12735.417627,2021-01-06,12:00:00
35326.82,35590.0,34510.0,34978.91,5595.783676,2021-01-06,13:00:00
34977.27,35229.1,34782.44,35125.51,3923.026403,2021-01-06,14:00:00
35125.49,35248.63,34350.0,34676.4,3898.737284,2021-01-06,15:00:00
34666.8,34950.77,34015.0,34594.28,5094.759196,2021-01-06,16:00:00
34596.08,34607.69,33357.9,33919.5,5753.91297,2021-01-06,17:00:00
33919.5,34550.0,33834.61,34417.36,3851.574259,2021-01-06,18:00:00
34417.37,35200.0,34342.87,34918.53,6362.804142,2021-01-06,19:00:00
34918.54,35088.0,34415.61,34929.87,4569.514665,2021-01-06,20:00:00
34929.87,35050.0,34300.0,34550.0,4296.272331,2021-01-06,21:00:00
34549.99,34593.5,34052.42,34213.46,5728.368095,2021-01-06,22:00:00
34213.58,34790.0,34150.0,34566.19,4050.156848,2021-01-06,23:00:00
34566.18,35076.42,34372.92,34612.41,6142.986291,2021-01-07,00:00:00
34615.98,35057.81,34562.0,34898.52,3410.29344,2021-01-07,01:00:00
34898.52,35245.0,34894.22,35215.75,3704.008481,2021-01-07,02:00:00
35215.75,35695.0,34652.6,34816.72,5619.207768,2021-01-07,03:00:00
34818.95,36250.0,34280.0,36015.88,10922.412724,2021-01-07,04:00:00
36015.16,36470.0,35650.0,35874.16,7481.324348,2021-01-07,05:00:00
35869.97,36379.99,35700.92,35989.63,2717.847393,2021-01-07,06:00:00
35989.64,36939.21,35949.12,36769.36,5501.43949,2021-01-07,07:00:00
36769.36,37287.63,36422.71,37150.66,6259.578978,2021-01-07,08:00:00
37150.66,37227.61,36615.83,36871.47,4542.03973,2021-01-07,09:00:00
36871.47,37087.01,36456.0,36962.37,4112.981009,2021-01-07,10:00:00
36962.37,37699.0,36926.53,37454.48,4747.646909,2021-01-07,11:00:00
37452.62,37550.0,37056.12,37450.95,4099.953841,2021-01-07,12:00:00
37450.95,37700.8,37100.77,37347.2,4337.600291,2021-01-07,13:00:00
37347.2,37439.75,36710.0,37130.84,4095.35114,2021-01-07,14:00:00
37130.85,37338.72,36720.0,36859.85,3782.276886,2021-01-07,15:00:00
36863.04,37350.0,36300.0,37217.55,5254.610209,2021-01-07,16:00:00
37217.55,37500.99,36905.0,37492.69,4407.045594,2021-01-07,17:00:00
37492.7,37500.0,36920.0,37045.45,3236.822718,2021-01-07,18:00:00
37045.45,37913.72,37038.97,37822.09,4315.490397,2021-01-07,19:00:00
37825.64,38200.0,37518.0,37941.36,6363.359069,2021-01-07,20:00:00
37941.37,38429.0,37900.0,38161.6,5364.346066,2021-01-07,21:00:00
38161.6,38644.76,38079.02,38453.97,5516.633701,2021-01-07,22:00:00
38450.51,38970.42,38062.75,38970.42,5401.362641,2021-01-07,23:00:00
38970.41,39500.0,38921.49,39120.01,8054.616114,2021-01-08,00:00:00
39120.01,39775.0,39101.36,39732.92,4853.729905,2021-01-08,01:00:00
39732.92,40365.0,36500.0,38948.48,16920.672871,2021-01-08,02:00:00
38907.58,39236.12,37493.52,39062.0,9539.541292,2021-01-08,03:00:00
39061.99,39199.33,38352.88,39109.38,4364.133612,2021-01-08,04:00:00
39111.34,39882.07,38908.11,39687.11,4533.614789,2021-01-08,05:00:00
39687.11,39969.0,39150.0,39665.92,2855.62721,2021-01-08,06:00:00
39666.0,39680.54,38541.38,39432.28,5866.665465,2021-01-08,07:00:00
39432.48,39699.87,38793.23,38793.23,3387.174889,2021-01-08,08:00:00
38793.24,39000.0,37800.0,38681.37,5775.389265,2021-01-08,09:00:00
38681.38,38692.83,36500.0,37181.74,9364.247135,2021-01-08,10:00:00
37181.74,38460.13,37068.4,38347.1,5036.746918,2021-01-08,11:00:00
38347.11,38949.97,38155.61,38668.92,5126.666402,2021-01-08,12:00:00
38668.92,38700.0,37895.0,37975.25,4384.158743,2021-01-08,13:00:00
37980.53,38685.13,37563.92,38537.94,3989.761815,2021-01-08,14:00:00
38538.99,39143.8,38280.16,38930.55,4177.46546,2021-01-08,15:00:00
38929.56,38985.06,38414.7,38648.95,3277.73807,2021-01-08,16:00:00
38648.96,39374.22,38222.0,39358.34,3995.803833,2021-01-08,17:00:00
39358.99,41057.79,39220.0,40721.45,10298.221326,2021-01-08,18:00:00
40722.71,41500.45,40345.39,41286.67,9286.549999,2021-01-08,19:00:00
41286.67,41785.9,40857.37,41316.91,7590.278927,2021-01-08,20:00:00
41318.03,41641.83,40700.0,41311.18,5331.452666,2021-01-08,21:00:00
41313.24,41564.72,40970.22,41454.13,3918.180651,2021-01-08,22:00:00
41454.13,41950.0,39777.0,40829.08,12863.951617,2021-01-08,23:00:00
40829.07,41600.0,40359.67,41303.42,6293.058759,2021-01-09,00:00:00
41303.41,41556.19,40888.88,41009.07,3675.204655,2021-01-09,01:00:00
41009.08,41153.0,39800.0,39920.39,6673.747782,2021-01-09,02:00:00
39920.67,40700.0,39900.35,40365.09,3881.072464,2021-01-09,03:00:00
40365.09,40500.0,38888.0,39059.15,9598.073547,2021-01-09,04:00:00
39062.88,40116.37,38652.0,40075.82,6171.364208,2021-01-09,05:00:00
40075.82,40785.0,39740.95,40674.45,3008.048563,2021-01-09,06:00:00
40672.02,40937.77,40465.76,40582.81,2685.599805,2021-01-09,07:00:00
40586.96,40976.13,39980.27,40283.56,4382.254983,2021-01-09,08:00:00
40286.09,40321.92,39710.0,40198.56,4543.736056,2021-01-09,09:00:00
40196.51,40561.97,39500.0,39973.0,3032.046541,2021-01-09,10:00:00
39973.0,40376.69,39709.61,40211.59,1917.78678,2021-01-09,11:00:00
40209.91,40490.0,39805.03,40206.44,1976.484373,2021-01-09,12:00:00
40206.43,40206.43,39154.48,39295.37,3025.041625,2021-01-09,13:00:00
39293.41,39627.11,38888.0,38984.86,4352.605937,2021-01-09,14:00:00
38978.46,39692.0,38720.0,39638.61,3109.889209,2021-01-09,15:00:00
39639.21,40254.42,39290.86,40172.14,3081.993289,2021-01-09,16:00:00
40167.54,40790.0,40164.03,40348.35,3653.415447,2021-01-09,17:00:00
40348.36,40800.0,40105.51,40376.03,3130.356558,2021-01-09,18:00:00
40376.03,41237.44,40256.73,40565.77,4682.991247,2021-01-09,19:00:00
40565.77,40912.48,40410.01,40874.99,2732.201204,2021-01-09,20:00:00
40874.99,41222.0,40679.1,41051.65,3818.65745,2021-01-09,21:00:00
41051.66,41380.0,40700.0,40819.01,3867.781192,2021-01-09,22:00:00
40819.01,40953.0,40200.0,40525.15,3364.433164,2021-01-09,23:00:00
40525.16,40649.96,39869.0,39995.1,3942.095173,2021-01-10,00:00:00
39995.09,40586.87,39985.45,40421.4,2205.653031,2021-01-10,01:00:00
40421.4,40800.0,40417.36,40650.01,2109.16468,2021-01-10,02:00:00
40650.0,40880.0,40469.4,40665.91,1864.142493,2021-01-10,03:00:00
40665.91,40781.69,40050.0,40606.22,3330.651765,2021-01-10,04:00:00
40610.35,40755.0,40483.17,40718.8,2433.80943,2021-01-10,05:00:00
40718.81,40743.47,40120.0,40281.09,1973.252287,2021-01-10,06:00:00
40283.73,40415.01,39928.91,40088.22,3255.535761,2021-01-10,07:00:00
40088.22,40736.76,40087.15,40581.48,2697.151944,2021-01-10,08:00:00
40581.48,41350.0,40450.05,41141.56,4299.152502,2021-01-10,09:00:00
41141.55,41145.21,40814.04,40945.28,2353.852746,2021-01-10,10:00:00
40942.75,40991.2,40250.0,40316.64,2477.288512,2021-01-10,11:00:00
40320.67,40602.29,40050.0,40342.46,2786.996809,2021-01-10,12:00:00
40342.46,40665.23,40260.0,40451.84,2044.479107,2021-01-10,13:00:00
40451.74,41073.26,40350.0,40904.5,2194.912951,2021-01-10,14:00:00
40904.5,41066.62,40660.88,40978.57,2143.462273,2021-01-10,15:00:00
40978.57,41033.0,40555.0,40798.29,2415.931335,2021-01-10,16:00:00
40798.3,41060.0,40732.0,40768.48,2642.958747,2021-01-10,17:00:00
40768.3,40850.0,40000.0,40429.2,5145.086741,2021-01-10,18:00:00
40429.19,40429.56,38888.0,39181.76,8619.31148,2021-01-10,19:00:00
39175.09,39777.77,38450.0,39538.57,6929.936839,2021-01-10,20:00:00
39538.56,40126.0,39426.59,39800.9,3799.316603,2021-01-10,21:00:00
39800.89,39847.26,39247.54,39431.59,3199.914023,2021-01-10,22:00:00
39431.58,39934.76,39062.91,39671.81,3219.502219,2021-01-10,23:00:00
39671.82,39757.55,39186.16,39234.29,2904.113456,2021-01-11,00:00:00
39232.76,39388.2,37200.0,38571.86,12879.620696,2021-01-11,01:00:00
38571.95,38778.0,37675.3,38109.68,6090.671447,2021-01-11,02:00:00
38106.11,38536.65,37111.0,37456.77,4232.502555,2021-01-11,03:00:00
37472.4,37793.5,35111.11,37718.88,18938.329804,2021-01-11,04:00:00
37727.29,38288.17,37525.22,38055.3,7661.059573,2021-01-11,05:00:00
38052.58,39000.0,37852.09,38428.23,4739.668521,2021-01-11,06:00:00
38429.85,38692.79,37935.92,38150.02,3794.32362,2021-01-11,07:00:00
38150.02,38264.74,36501.0,37192.1,7568.894487,2021-01-11,08:00:00
37192.1,37824.0,36700.09,37237.66,4215.99647,2021-01-11,09:00:00
37237.67,37411.0,36123.45,36363.94,6796.573064,2021-01-11,10:00:00
36363.93,36697.97,33600.0,35438.23,18753.360082,2021-01-11,11:00:00
35438.23,35999.95,34300.0,35544.0,9555.241658,2021-01-11,12:00:00
35542.92,35924.19,34500.18,34904.73,7098.497134,2021-01-11,13:00:00
34904.73,34904.73,32550.0,32872.63,15763.148707,2021-01-11,14:00:00
32843.26,34739.98,32538.0,34375.34,12674.171281,2021-01-11,15:00:00
34372.25,35919.86,34249.0,35430.0,6432.361536,2021-01-11,16:00:00
35430.0,35788.06,34800.0,35765.98,5625.533362,2021-01-11,17:00:00
35765.98,36360.0,35238.01,35367.6,6245.55977,2021-01-11,18:00:00
35368.81,35471.0,34020.0,34198.56,7167.266632,2021-01-11,19:00:00
34198.55,35110.0,33308.01,34275.64,9904.293083,2021-01-11,20:00:00
34273.49,34450.0,32700.0,32813.71,12794.350869,2021-01-11,21:00:00
32808.92,33770.11,31115.0,33299.12,23220.782629,2021-01-11,22:00:00
33291.56,33679.74,31415.9,31580.0,11202.318772,2021-01-11,23:00:00
31582.82,32250.0,30420.0,31777.19,20017.085148,2021-01-12,00:00:00
31771.77,33585.17,30701.8,32839.87,16685.080917,2021-01-12,01:00:00
32848.96,33300.0,32432.32,32562.1,7184.911616,2021-01-12,02:00:00
32562.1,32737.4,31215.0,32254.62,7289.184361,2021-01-12,03:00:00
32254.63,33465.48,31408.07,33409.8,8540.913647,2021-01-12,04:00:00
33410.75,34466.0,33076.05,33968.09,9804.011673,2021-01-12,05:00:00
33962.22,34892.74,33650.0,34359.07,5403.703631,2021-01-12,06:00:00
34361.16,35638.55,34361.16,35404.47,9188.299414,2021-01-12,07:00:00
35410.37,35547.19,34287.34,34929.98,6612.036381,2021-01-12,08:00:00
34929.99,35457.0,33880.0,34289.3,5087.44237,2021-01-12,09:00:00
34289.3,34623.87,33677.03,34399.99,4906.329506,2021-01-12,10:00:00
34400.0,34998.94,34182.24,34984.96,3550.253921,2021-01-12,11:00:00
34984.95,35326.42,34520.69,35287.67,4020.857514,2021-01-12,12:00:00
35284.05,35889.0,34971.24,35882.68,5053.275954,2021-01-12,13:00:00
35882.68,36348.0,35720.43,35993.93,6584.657524,2021-01-12,14:00:00
35998.56,36628.0,35617.67,36413.6,6162.134286,2021-01-12,15:00:00
36413.6,36499.98,35587.86,35773.24,5138.337685,2021-01-12,16:00:00
35773.23,36150.67,35370.21,35925.76,3783.316743,2021-01-12,17:00:00
35925.76,36150.71,34757.0,35085.77,6437.927506,2021-01-12,18:00:00
35085.76,35841.01,35084.92,35410.99,4770.002252,2021-01-12,19:00:00
35410.99,35688.82,34850.0,35014.75,4399.509683,2021-01-12,20:00:00
35012.96,35399.7,33250.0,33291.06,10038.225095,2021-01-12,21:00:00
33286.0,34064.25,32531.0,33426.47,11811.355949,2021-01-12,22:00:00
33416.47,34285.71,33406.88,33829.4,6681.453942,2021-01-12,23:00:00
33829.4,35000.0,33819.11,34998.9,5939.785493,2021-01-13,00:00:00
34998.91,35289.67,34560.0,35012.53,5686.970759,2021-01-13,01:00:00
35012.54,35550.0,34810.01,35040.78,4048.613144,2021-01-13,02:00:00
35040.78,35040.79,34178.89,34685.11,3815.680014,2021-01-13,03:00:00
34686.1,34702.22,33730.0,34287.95,5034.976316,2021-01-13,04:00:00
34287.95,34877.28,33801.04,34719.03,4053.704056,2021-01-13,05:00:00
34721.74,35051.02,33297.82,33743.18,3949.373911,2021-01-13,06:00:00
33751.7,34138.84,33260.74,34051.24,6381.931992,2021-01-13,07:00:00
34049.15,34049.15,32380.0,32526.5,9275.279349,2021-01-13,08:00:00
32526.93,33450.0,32487.11,33124.06,6231.717545,2021-01-13,09:00:00
33125.3,33551.55,32566.55,33035.21,5457.275371,2021-01-13,10:00:00
33035.21,34375.51,32981.94,33818.5,6460.71206,2021-01-13,11:00:00
33818.5,33910.0,33090.9,33183.88,3956.30306,2021-01-13,12:00:00
33183.89,33521.96,32800.0,33321.75,3402.317536,2021-01-13,13:00:00
33321.76,34212.87,33212.12,33780.68,4919.322558,2021-01-13,14:00:00
33780.68,35180.67,33550.0,34986.9,6468.36582,2021-01-13,15:00:00
34986.9,35063.59,34438.95,34519.19,5729.476229,2021-01-13,16:00:00
34517.44,35107.47,34200.0,34343.62,4738.542551,2021-01-13,17:00:00
34343.62,35066.64,34343.61,34923.0,4760.852936,2021-01-13,18:00:00
34922.99,35250.0,34242.15,34385.48,5982.919994,2021-01-13,19:00:00
34385.48,34512.0,34017.0,34266.52,3585.06836,2021-01-13,20:00:00
34266.52,34787.24,34070.0,34575.5,3664.908752,2021-01-13,21:00:00
34575.51,35100.0,34216.0,34260.7,5193.523431,2021-01-13,22:00:00
34260.7,34850.0,34200.0,34673.9,3658.847423,2021-01-13,23:00:00
34673.9,34930.0,34388.53,34783.14,2872.011202,2021-01-14,00:00:00
34784.98,35000.0,34652.06,34821.48,2913.41367,2021-01-14,01:00:00
34821.47,35901.0,34720.0,35719.36,6649.557746,2021-01-14,02:00:00
35719.36,36188.0,35577.55,36002.25,5312.218932,2021-01-14,03:00:00
36002.24,36450.01,35704.21,36222.07,5750.014467,2021-01-14,04:00:00
36222.07,37427.0,36110.76,37299.49,7450.104667,2021-01-14,05:00:00
37291.25,37850.0,36827.02,37203.87,6042.033075,2021-01-14,06:00:00
37204.09,37584.73,37000.0,37371.38,4003.128204,2021-01-14,07:00:00
37371.38,38172.22,37362.49,37762.76,5781.272257,2021-01-14,08:00:00
37766.0,37786.62,37363.0,37451.13,3460.038729,2021-01-14,09:00:00
